,brand,product,price,rating,rating_counts,link,material_info
738,Roadster,Contrast Polo Collar Pure Cotton T-shirt,519,"4.2
|
5.3k","|
5.3k",https://www.myntra.com/tshirts/roadster/roadster-men-yellow-polo-pure-cotton-t-shirt-with-contrast-collar--cuff-tipping/2304056/buy,"100% cotton
Machine-wash"
739,DILLINGER,Men Typography Printed Loose T-shirt,524,"4.3
|
24","|
24",https://www.myntra.com/tshirts/dillinger/dillinger-men-blue-typography-printed-pure-cotton-loose-t-shirt/18772920/buy,"100% Cotton,
Machine Wash, Dry in Shade, Do Not Iron on the print. Wash with like colors"
740,Levis,Solid V-Neck Lounge T-shirt,411,"4.4
|
869","|
869",https://www.myntra.com/lounge-tshirts/levis/levis-men-black-solid-pure-cotton-v-neck--lounge-t-shirt/12027434/buy,"Cotton rich
Machine-wash
Wash cold and dark colors separately
Do not iron or bleach"
741,Levis,Men Brand Logo Printed T-shirt,909,"3.9
|
281","|
281",https://www.myntra.com/tshirts/levis/levis-men-navy-blue--orange-brand-logo-printed-pure-cotton-casual-t-shirt/18087710/buy,"100% Cotton, Machine-wash"
742,Tommy Hilfiger,Men Slim Fit Casual T-shirt,2099,"4.5
|
13","|
13",https://www.myntra.com/tshirts/tommy-hilfiger/tommy-hilfiger-men-black-solid-slim-fit-casual-t-shirt/18817512/buy,"96% Cotton 4% Elastane
Machine Wash"
743,FIDO DIDO,Printed Polo Collar T-shirt,644,"4
|
4.1k","|
4.1k",https://www.myntra.com/tshirts/fido-dido/fido-dido-men-mustard-printed-polo-collar-t-shirt/2476463/buy,"Cotton
Machine-wash"
744,United Colors of Benetton,Solid Round Neck T-shirt,699,"4
|
95","|
95",https://www.myntra.com/tshirts/united-colors-of-benetton/united-colors-of-benetton-men-blue-solid-round-neck-t-shirt/12940790/buy,"Material: Cotton
Machine Wash"
745,Roadster,Men Pure Cotton Polo T-shirt,384,"4.2
|
23","|
23",https://www.myntra.com/tshirts/roadster/the-roadster-life-co-men-polo-collar-pure-cotton-t-shirt/20789170/buy,"Pure cotton
Machine-wash"
746,Roadster,Cotton Printed Graphic T-shirt,279,"4
|
20.8k","|
20.8k",https://www.myntra.com/tshirts/roadster/roadster-men-grey-melange-typography-printed-pure-cotton-graphic-t-shirt/8938267/buy,"100% Cotton
Machine wash"
747,WROGN,Printed Pure Cotton T-shirt,549,"4.2
|
1k","|
1k",https://www.myntra.com/tshirts/wrogn/wrogn-white-printed-pure-cotton-t-shirt/1421972/buy,"100% cotton
Machine-wash cold"
748,Roadster,Solid Polo Collar T-shirt,519,"3.6
|
182","|
182",https://www.myntra.com/tshirts/roadster/roadster-men-burgundy-solid-polo-collar-t-shirt/11533924/buy,"Material: Cotton
Machine Wash"
749,Nike,Men Dri-FIT Running T-shirt,1356,"4.5
|
41","|
41",https://www.myntra.com/tshirts/nike/nike-men-blue-miler-tank-dri-fit-running-t-shirt/19730720/buy,"100% Polyester
Machine Wash"
750,WROGN ACTIVE,Men Brand Logo Printed T-shirt,979,"4.6
|
13","|
13",https://www.myntra.com/tshirts/wrogn-active/wrogn-active-men-teal-blue-brand-logo-printed-round-neck-t-shirt/18298582/buy,"100% Polyester
Machine wash"
751,DILLINGER,Colourblocked Round Neck Pure Cotton T-shirt,549,"4.2
|
593","|
593",https://www.myntra.com/tshirts/dillinger/dillinger-men-green--grey-colourblocked-round-neck-pure-cotton-t-shirt/12992662/buy,"Material: 100% Cotton
Machine Wash"
752,WROGN,Solid Slim Round Neck T-shirt,844,"4.2
|
255","|
255",https://www.myntra.com/tshirts/wrogn/wrogn-men-navy-blue-solid-slim-fit-round-neck-t-shirt/10188267/buy,"84% cotton and 16% polyester
Machine-wash"
753,Nike,Men Dri-FIT Training T-shirt,1615,,,https://www.myntra.com/tshirts/nike/nike-men-grey-rlgd-humor-printed-dri-fit-training-t-shirt/20457764/buy,"100% Polyester
Machine Wash"
754,Difference of Opinion,Men Graphic Loose Fit Longline,558,"4.4
|
618","|
618",https://www.myntra.com/tshirts/difference-of-opinion/difference-of-opinion-men-black-graphic-print-drop-shoulder-sleeves-pure-cotton-t-shirt/17149960/buy,"100 % Cotton
Machine wash
Dry in shade
Do not iron on the print
Wash with like colors"
755,U.S. Polo Assn. Denim Co.,Men Henley Neck Slim Fit T-shirt,1624,"4.3
|
8","|
8",https://www.myntra.com/tshirts/us-polo-assn-denim-co/u-s-polo-assn-denim-co-men-maroon-henley-neck-pure-cotton-slim-fit-t-shirt/19021398/buy,"100% Cotton
Machine Wash"
756,HRX by Hrithik Roshan,Lifestyle Bio-Wash Tshirts,384,"4.1
|
660","|
660",https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-printed-bio-wash-lifestyle-tshirts/11999500/buy,"Material and Care
Knit T-shirt
Interlock 100% Cotton 195 GSM
Fabric: 100% Cotton
Machine Wash"
757,Nautica,Men Pure Cotton T-shirt,749,"4.5
|
344","|
344",https://www.myntra.com/tshirts/nautica/nautica-men-navy-blue--red-colourblocked-round-neck-embroidered-pure-cotton-t-shirt/11032168/buy,"Material: 100% Cotton
Machine Wash"
758,Van Heusen,Men Pure Cotton Collar T-shirt,799,"4.7
|
6","|
6",https://www.myntra.com/tshirts/van-heusen/van-heusen-men-green-pure-cotton-printed-polo-collar-t-shirt/20686872/buy,"100% Cotton
Machine Wash"
