,brand,product,price,rating,rating_counts,link,material_info
662,Roadster,Men Hooded Sweatshirt,764,"4.1
|
1.4k","|
1.4k",https://www.myntra.com/sweatshirts/roadster/the-roadster-lifestyle-co-men-charcoal-grey--mustard-yellow-colourblocked-hooded-sweatshirt/9564197/buy,"60% cotton, 40% polyester
Machine-wash"
663,ether,Men Self Design Sweatshirt,1139,"3.8
|
1.3k","|
1.3k",https://www.myntra.com/sweatshirts/ether/ether-men-navy-self-design-sweatshirt/1852722/buy,"100% polyester
Machine-wash"
664,Fort Collins,Solid Padded Jacket,1635,"4.5
|
37","|
37",https://www.myntra.com/jackets/fort-collins/fort-collins-men-green-solid-padded-jacket/19435478/buy,"Outer shell: 100% Nylon
Lining fabric: 100% Polyester
Machine wash"
665,WROGN,Printed Slim Hooded Sweatshirt,1367,"4
|
144","|
144",https://www.myntra.com/sweatshirts/wrogn/wrogn-men-purple-printed-slim-fit-hooded-sweatshirt/15131712/buy,"52% cotton 48% polyester
Machine wash"
666,Urbano Fashion,Washed Denim Jacket,1487,"3.6
|
116","|
116",https://www.myntra.com/jackets/urbano-fashion/urbano-fashion-men-black-washed-denim-jacket/12974230/buy,"Material: 100% Cotton
Machine Wash"
667,Woodland,Men Padded Jacket,4797,"4.7
|
6","|
6",https://www.myntra.com/jackets/woodland/woodland-men-grey-solid-padded-jacket/16828990/buy,"Nylon
Machine Wash"
668,one8 x PUMA,Men Slim-Fit Solid Sweatshirt,1949,"4.4
|
52","|
52",https://www.myntra.com/sweatshirts/one8-x-puma/one8-x-puma-men-brand-logo-detailed-solid-slim-fit-sweatshirt/19797844/buy,"88% Cotton 12% Polyester
Hand Wash
Close All Fastenings;
Use Only Mild Detergent
Wash with similar color"
669,United Colors of Benetton,Slim Fit Hooded Sweatshirt,1949,"4.1
|
113","|
113",https://www.myntra.com/sweatshirts/united-colors-of-benetton/united-colors-of-benetton-men-white-printed-slim-fit-hooded-sweatshirt/12957190/buy,"Material: 100% cotton
Machine Wash"
670,U.S. Polo Assn.,Men Puffer Jacket,4224,"4.9
|
8","|
8",https://www.myntra.com/jackets/us-polo-assn/u-s-polo-assn-men-navy-blue-puffer-jacket/19020450/buy,"100% Polyester
Dry Clean Only"
671,Park Avenue,Solid Hooded Sweatshirt,1484,"4.4
|
176","|
176",https://www.myntra.com/sweatshirts/park-avenue/park-avenue-men-charcoal-grey-solid-hooded-sweatshirt/12843074/buy,"Material: Cotton and polyester blend
Machine Wash"
672,GANT,Men Printed Sweatshirt,6599,,,https://www.myntra.com/sweatshirts/gant/gant-men-beige-printed-sweatshirt/19268548/buy,"Cotton
Handwash"
673,Park Avenue,Men Solid Hooded Sweatshirt,1379,"4.5
|
587","|
587",https://www.myntra.com/sweatshirts/park-avenue/park-avenue-men-blue-melange-solid-hooded-sweatshirt/10736986/buy,"Material: 70% Cotton 30% Polyester
Machine Wash"
